"CO_NBM";"NO_NBM"
"8546100000";"ISOLADORES P/USO ELETRICO,DE VIDRO"
"8547909900";"PECAS ISOLANTES DE OUT.MATER.P/MAQS/APARS/ETC.ELETRICOS"
"5211430000";"TECIDO ALGODAO<85%,P>200G/M2,PTO.SARJADO,COLORIDO"
"5301290100";"LINHO PENTEADO"
"7202999900";"OUTS.LIGAS DE FERRO"
"7203900000";"PRODS.FERROSOS ESPONJOSOS,EM PEDACOS/ESFERAS/SEMELHS."
"7204210000";"DESPERDICIOS/RESIDUOS/SUCATA,DE LIGAS DE ACO INOXIDAVEL"
"7206100200";"FERRO/ACO N/LIGADO,0.25%<=CARBONO<0.6%,EM LINGOTES"
"7208220300";"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=4.7MM,C>=0.6%"
"7208230200";"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=3MM,C<0.6%"
"7208320000";"OUTS.LAMINADOS PLANOS,FERRO/ACO,A QUENTE,E>10MM,L>=6DM"
"7208420200";"LAMINADO PLANO,FERRO/ACO,A QUENTE,E>10MM,C<0.6%,L>=6DM"
"7208430200";"LAMINADO PLANO,FERRO/ACO,A QUENTE,E>=4.75MM,C<0.6%"
"8432210000";"GRADES DE DISCOS"
"9209309900";"CORDAS P/INSTRUM.MUSICAL,DE OUT.MATERIA"
"9209990100";"PARTES/ACESS.DE CRAVOS/DE CORDA C/TECLADO"
"9301000100";"ARMAS DE GUERRA,EXC.REVOLVER/PISTOLA,P/AERONAUTICA"
"9302000100";"REVOLVERES"
"9303900100";"PISTOLAS DE SINALIZACAO"
"9305290000";"PARTES/ACESS.DE ESPINGARDAS/CARABINAS,DE CANO LONGO"
"9305900100";"DISPOSITIVO DE BORRACHA,AMORT.RECUO,AMOVIVEL P/CARABINA"
"9305909901";"PARTES/ACESS.DE OUTS.ARMAS DE GUERRA,EXC.REVOLVER/ETC."
"9306210000";"CARTUCHO P/ESPINGARDAS/CARABINAS,DE CANO LISO"
"9306290000";"OUTS.PARTES DE CARTUCHOS,P/ESPINGARDAS/CARABINAS/ETC."
"9307000100";"BAIONETAS E SUAS PARTES,E BAINHAS"
"9307009900";"SABRES/ESPADAS/LANCAS/OUTS.ARMAS BRANCAS/PARTES/BAINHAS"
"9401300100";"POLTRONAS GIRATORIAS,DE ALTURA AJUSTAVEL"
"9401509900";"OUTS.ASSENTOS DE CANA/VIME/BAMBU/ETC.,EXC.SOFA/ETC."
"9401800301";"ASSENTOS DE BARRO"
"9402100200";"CADEIRAS PARA SALOES DE CABELEIREIRO"
"9402109000";"PARTES DE CADEIRAS DE DENTISTA/SALAO DE CABELEIREIRO"
"9402900300";"CAMAS COM MECANISMOS,P/USOS CLINICOS"
"8525100103";"APARS.TRANSMISS.DE TELEIMPRESSAO/TELEFAC-SIMILE/ETC."
"8525100199";"QQ.OUT.APARELHO DE TRANSMISSAO,DE RADIOTELEFONIA/ETC."
"8525200103";"APARS.TRANSMISS/RECEPT.RADIOTELEFONIA/ETC.P/NAVIOS"
"8525200105";"APARS.TRANSMISS/RECEPT.""WALKIE-TALKIE"",""HANDIE-TALKIE"""
"8526109900";"OUTS.APARELHOS DE RADIODETECCAO/RADIOSSONDAGEM (RADAR)"
"8527190200";"AMPLIFICADOR C/SINTONIZADOR,C/S FONTE EXT.ENERGIA"
"8527310100";"OUTS.APARS.DE RADIO C/TOCA-FITAS"
"8527399900";"OUTS.APARS.RECEPT.DE RADIODIFUSAO C/FONTE EXT.ENERGIA"
"8528100100";"MONITORES DE VIDEO,A CORES"
"8529900200";"VISORES OU MOSTRADORES,P/APARS.RECEPT.DE RADIODIFUSAO"
"8530800100";"APARS.DE TELECOMANDO/TELE-SINAL.LUMINOSOS,P/VIA AEREA/"
"8531200100";"PAINEIS INDICADORES C/DISPOSITIVO LCD/LED,P/AERONAUTICA"
"8532290100";"CONDENSADOR FIXO,C/DIELETRICO DE MICA"
"5303909900";"ESTOPAS/DESPERDICIOS DE JUTA/OUT.FIBRA TEXTIL LIBERIANA"
"5304100102";"SISAL DE FIBRA MEDIA,EM BRUTO"
"5304900104";"ESTOPAS (BUCHAS) DE SISAL"
"5304900105";"OUTS.DESPERDICIOS DE SISAL"
"5304900201";"HENEQUEM TRABALHADO (PREPARADO) PARA FIACAO"
"5305910100";"RAMI EM BRUTO"
"5306100000";"FIO DE LINHO,SIMPLES"
"5308900299";"QQ.OUT.FIO DE SISAL"
"5309110101";"TECIDO DE LINHO>=85%,CRU,BRANQ.LISO,QUADRO<=24FIOS/5MM"
"5310900101";"OUTS.TECIDOS DE JUTA,LISO,EXC.CRU"
"5311000104";"TECIDO DE RAMI,LISO,ALVEJADO/ETC.QUADRO>24FIOS/5MM"
"5311000300";"TECIDO DE FIOS DE PAPEL"
"5401100100";"LINHA P/COSTURA,DE DERIVADO VINILICO"
"7103101001";"OPALA NOBRE,EM BRUTO/SERRADA/DESBASTADA"
"7103101100";"ANDALUZITA EM BRUTO/SERRADA/DESBASTADA"
"7103990204";"GOLSHENITA (BERILO) TRABALHADA DE OUT.MODO"
"7103990299";"QQ.OUT.PEDRA DE BERILO,TRABALHADA DE OUT.MODO"
"7103990301";"AMETISTA (QUARTZO) TRABALHADA DE OUT.MODO"
"7103990310";"QUARTZO ROSEO,TRABALHADA DE OUT.MODO"
"8433600100";"MAQUINAS P/LIMPAR OU SELECIONAR OVOS"
"8434100000";"MAQUINAS DE ORDENHAR"
"8434900000";"PARTES DE MAQS/APARS.DE ORDENHAR/DA IND.DE LATICINIOS"
"8438100000";"MAQUINAS/APARS.P/INDUSTRIA PANIFICADORA/PASTELARIA/ETC."
"8438309900";"OUTS.MAQUINAS/APARELHOS,P/INDUSTRIA DE ACUCAR"
"8438600000";"MAQUINAS/APARELHOS,P/PREPAR.DE FRUTAS/PRODS.AGRICOLAS"
"8440100100";"MAQUINAS P/COSTURAR CADERNOS"
"8440109900";"OUTS.MAQUINAS/APARELHOS,P/BROCHURA/ENCADERNACAO"
"8442300000";"MAQS/APARS/MATERIAL P/PREPAR/FABR.DE CLICHE/BLOCO/ETC."
"8442500101";"CHAPAS/CILINDROS P/MAQS.DE ESTAMPARIA,GRAVADO EM RELEVO"
"8708990404";"CORRENTE DE LAGARTAS,P/AUTOMOVEIS/ONIBUS/CAMINHOES/ETC"
"6401999900";"OUTS.CALCADOS IMPERMEAVEIS,S/BIQUEIRA PROTET.DE METAL"
"6402910000";"CALCADOS DE BORRACHA/PLASTICO,C/COSTURA,COBR.TORNOZELO"
"6403300000";"CALCADOS DE COURO NATURAL,SOLA DE MADEIRA"
"6403400200";"BOTAS/BOTINAS,DE COURO NATURAL,C/BIQUEIRA PROTET.METAL"
"6403409999";"QQ.OUT.CALCADO DE COURO,C/BIQUEIRA PROTETORA DE METAL"
"6403510000";"OUTS.CALCADOS C/SOLA DE COURO,COBRINDO O TORNOZELO"
"6404110000";"CALCADOS DE MATERIA TEXTIL,C/SOLA DE BORRACHA,P/ESPORTE"
"6406990203";"SOLA EXTERIOR E SALTO,DE COURO,P/CALCADOS"
"6406990299";"QQ.OUT.SOLA EXTERIOR/SALTO,P/CALCADOS,DE OUT.MATERIA"
"6502000100";"ESBOCOS DE CHAPEU,ENTRANCADOS,DE PALHA FINA"
"6505100100";"COIFAS E REDES,DE CABELOS,P/O CABELO"
"6505109900";"COIFAS E REDES,DE OUT.MATERIA,P/O CABELO"
"6701000200";"PELES C/PENAS,INTEIRAS/EM PARTE/EMENDADA OU NAO,DE AVES"
"9608910199";"QQ.OUT.PENA/PONTA,P/CANETA-TINTEIRO,SEM METAL PRECIOSO"
"9608910299";"QQ.OUT.PENA/PONTA,P/DESENHAR,SEM METAL PRECIOSO"
"9608919901";"OUTS.PENAS/PONTAS,COM METAL PRECIOSO"
"9608919999";"QQ.OUT.PENA/PONTA,SEM METAL PRECIOSO"
"9608990201";"ESFERAS DE CARBONETO TUNGST.P/CANETA ESFEROGR.D=0.7/1MM"
"9608990202";"ESFERAS DE CARBONETO TUNGST.P/CANETA ESFEROGR.C/OUT.DIM"
"9609900100";"GIZES"
"9609909900";"CARVOES E PASTEIS,P/ESCREVER OU DESENHAR"
"9613300200";"ISQUEIRO DE MESA,DE METAL COMUM"
"9613800101";"OUTS.ISQUEIROS,DE METAL PRECIOSO/ORNAM.DE PEROLA/ETC."
"9614200300";"CACHIMBO/FORNILHO,C/MADREPEROLA/MARFIM/TARTARUGA/ETC."
"9614900102";"PITEIRA DE PLASTICO,SEM METAL PRECIOSO"
"9614909000";"PARTES DE CACHIMBOS E PITEIRAS"
"9618000000";"MANEQUIM/AUTOMATO/CENA ANIMADA P/VITRINE/MOSTRUARIO/ETC"
"9701909900";"OUTS.COLAGENS E QUADROS DECORATIVOS"
"7002329901";"TUBO CAPILAR,DE VIDRO,COEF.DILAT.LIN<=0.000005/KELVIN"
"7002399999";"QQ.OUT.TUBO DE VIDRO,NAO TRABALHADO"
"7003190201";"VIDRO VAZADO,EM CHAPAS/FLS.N/ARMADO,N/CORADO,QUADR.LISO"
"7103990599";"QQ.OUT.PEDRA DE TOPAZIO,TRABALHADA DE OUT.MODO"
"7103990606";"TURMALINA SIBERITA,TRABALHADA DE OUT.MODO"
"5407920200";"OUTS.TECIDOS DE FILAM.SINT<85%,TINTOS,C/FIO DE BORRACHA"
"7202309900";"OUTS.LIGAS DE FERRO-SILICIO-MANGANES"
"8448499999";"QQ.OUT.PARTE/ACESS.DE TEARES,P/TECIDOS N/TUBULARES"
"8451100000";"MAQUINAS DE LAVAR ROUPA/ETC.A SECO,ETC."
"8451800400";"ALARGADORAS OU RAMAS,P/MATERIA TEXTIL"
"8452210100";"MAQUINAS P/COSTURAR COUROS/PELES/ETC.AUTOMATICAS"
"8452409900";"MOVEIS/BASES/TAMPAS,P/MAQS.DE COSTURA,EXC.USO DOMESTICO"
"8454209900";"CADINHOS OU COLHERES,DE FUNDICAO"
"9006910500";"TRIPES DE APARELHOS FOTOGRAFICOS"
"9007110000";"CAMARAS P/FILMES DE L<16MM/FILMES DUPLO-8 MM"
"9011200100";"MICROSCOPIO OPTICO P/FOTOMICROGRAFIA"
"9013800300";"ESPELHOS TRABALHADOS OPTICAMENTE E MONTADOS"
"9015100000";"TELEMETROS"
"9015800300";"CLINOMETROS,CLISIMETROS E ECLIMETROS"
"9015900000";"PARTES/ACESS.DE INSTRUMENTOS DE GEODESIA/TOPOGRAFIA/ETC"
"9016009900";"BALANCAS SENSIVEIS A 0.2MG<PESO<=5CG"
"9017100100";"MESAS/PRANCHETAS,APETRECHADAS,DE DESENHO"
"9017200402";"ESQUADROS DE MADEIRA,S/DIVISAO METRICA,C/S FILETE METAL"
"5701900100";"TAPETES DE OUT.MATERIA TEXTIL,FEITOS A MAO"
"7227900000";"OUTS.FIO-MAQUINAS DE LIGAS DE ACO"
"7301100000";"ESTACAS-PRANCHAS,DE FERRO OU ACO"
"7302409900";"OUTS.ECLISSAS P/VIA FERREA,DE FERRO FUNDIDO/FERRO/ACO"
"7304100200";"TUBO DE FERRO/ACO,S/COST.GALVANIZADO,P/OLEODUTO/GASODUT"
"7304100401";"TUBO DE ACO ALTO-CARBONO,S/COST.P/OLEODUTO/GAS.D<=229MM"
"7304100700";"TUBO DE LIGA-ACO,S/COST.GALVANIZADO,P/OLEODUTO/GASODUTO"
"7304109901";"OUTS.TUBOS DE LIGA-ACO,S/COST.P/OLEODUTO/GAS.D<=229MM"
"7304200800";"HASTES DE PERFURACAO,DE FERRO/ACO,S/COST.P/EXTR.PETROL."
"7304209901";"OUTS.TUBOS DE LIGA-ACO,S/COST.P/EXTR.PETROLEO,D<=229MM"
"7304310101";"TUBO DE FERRO/ACO,S/COST.S.CIRC.LAM.FRIO,N/REV.D<=229MM"
"7304310200";"TUBO DE FERRO/ACO,S/COST.S.CIRC.LAMIN.FRIO,GALVANIZADO"
"8455210100";"LAMINADORES A QUENTE/QUENTE E FRIO,P/CHAPAS DE METAL"
"8455300000";"CILINDRO DE LAMINADORES,DE METAIS"
"8455900000";"PARTES DE LAMINADORES DE METAIS,EXC.CILINDRO"
"8456900199";"QQ.OUT.MAQUINA,P/TRAB.METAIS/ETC.POR OUT.PROC.DESBASTE"
"8457300000";"MAQUINAS DE ESTACOES MULTIPLAS,P/TRABALHAR METAIS"
"8458110199";"QQ.OUT.TORNO P/METAL,HORIZONTAL,C/COMANDO NUMER.AUTOMAT"
"8458110200";"TORNO P/METAL,HORIZONTAL,C/COMANDO NUMERICO,COPIADOR"
"8458119900";"OUTS.TORNOS P/METAL,HORIZONTAIS,C/COMANDO NUMERICO"
"8458990501";"TORNO P/METAL,S/COMANDO NUMERICO,AUTOMATICO,MONOFUSO"
"8459100201";"FURADEIRA DE BANCADA,UNIDADE C/CABECA DESLIZANTE"
"8459100399";"QQ.OUT.FRESADEIRA,UNIDADE C/CABECA DESLIZANTE"
"8459210100";"FURADEIRA RADIAL,DE COMANDO NUMERICO"
"8459290100";"OUTS.FURADEIRAS RADIAIS"
"8459299902";"OUTS.FURADEIRAS MULTIPLAS,1 CABECOTE MULTIFUSO"
"8459619900";"OUTS.MAQS-FERRAMENTAS,P/FRESAR,S/CONSOLE,C/CMD.NUMER."
"9017200601";"REGUAS DE MADEIRA,NAO GRADUADAS,COM/SEM FILETE DE METAL"
"9017209900";"OUTS.INSTRUMENTOS DE DESENHO/DE TRACADO/DE CALCULO"
"9018499999";"QQ.OUT.INSTRUMENTO/APARELHO DE ODONTOLOGIA"
"9018900600";"APARS.DE MEDIR PRESSAO ARTERIAL"
"9018900901";"ESPECULOS INTRA-UTERINO,RETAL E VAGINAL"
"9018901099";"QQ.OUT.LITOTOMO E LITOTRITOR"
"9018901800";"INCUBADORAS ARTIFICIAIS PARA CRIANCAS"
"2208109903";"PREPARACAO ALCOOLICA COMPOSTA,DE CANA-DE-ACUCAR"
"2208109904";"PREPARACAO ALCOOLICA COMPOSTA,DE MELACO"
"2208300200";"UISQUES,EM RECIPIENTES DE 180ML<CAP<=375ML"
"2208900304";"AGUARDENTE COMPOSTO,DE ESSENCIA NATURAL"
"2208900399";"QQ.OUT.AGUARDENTE COMPOSTA"
"2208909905";"BEBIDA ALCOOLICA DE OLEO ESSENCIAL DE FRUTAS"
"2303100000";"RESIDUOS DA FABRICACAO DO AMIDO E RESIDUOS SEMELHANTES"
"2925110000";"SACARINA E SEUS SAIS"
"2925190200";"GLUTETIMIDA"
"2926200000";"1-CIANOGUANIDINA (DICIANDIAMIDA)"
"2926900101";"VERAPAMIL"
"2927000600";"AMINOZAOTOLUENO"
"2928000500";"FENILIDRAZONAS"
"2928000600";"2-HIDRAZINOETANOL (2-HIDROXIETILIDRAZINA)"
"2928000801";"AMINOGUANIDINA"
"2929100100";"DIISOCIANATO DE DIFENILMETANO"
"2930100100";"AMILXANTATOS"
"2930100200";"BENZILXANTATOS"
"2930100400";"ETILXANTATOS"
"2930900500";"DAPSONA (4,4'-DIAMINODIFENILSULFONA)"
"2930900900";"DISSULFOTON"
"2930901300";"FENTION"
"2930903800";"SULFOXIDO DE DIMETILA"
"2931000305";"BIS (TRIMETILSILIL) UREIA"
"4011990100";"PNEUMATICOS NOVOS,DE BORRACHA,C/BLINDAGEM DE LAMINA ACO"
"4011999900";"OUTS.PNEUMATS.DE BORRACHA,NOVOS"
"4012100000";"PNEUMATICOS RECAUCHUTADOS,DE BORRACHA"
"4015110000";"LUVAS DE BORRACHA VULCANIZADA,N/ENDURECIDA,P/CIRURGIA"
"4015190199";"QQ.OUT.LUVA DE BORRACHA VULCANIZADA,DE SEGURANCA/ETC."
"4017009900";"BORRACHA ENDURECIDA,EM QQ.FORMA,INCL.DESPERDS/RESIDUOS"
"4101100100";"PELES INTEIRAS,DE BOVINO,FRESCAS,PESO<=14KG"
"4102100000";"PELES DE OVINO,C/LA,EM BRUTO"
"4102290000";"OUTS.PELES DE OVINO,SEM LA,EM BRUTO"
"0712900300";"ALHO EM PO,SEM QUALQUER PREPARO"
"0713310000";"FEIJAO (VIGNA MUNGO HEPPER/RADIATA),SECO,EM GRAOS"
"0713330100";"FEIJAO PRETO COMUM (PHASEOLUS VULGARIS),SECO,EM GRAOS"
"0713339900";"OUTS.FEIJOES COMUNS,(PHASEOLUS VULGARIS),SECOS,EM GRAOS"
"0714900100";"INHAMES FRESCOS OU SECOS"
"0801200200";"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),DESIDRAT.C/CASCA"
"0801300100";"CASTANHA DE CAJU,FRESCA OU SECA,COM CASCA"
"0802320000";"NOZES SEM CASCA,FRESCAS OU SECAS"
"0803000200";"BANANAS SECAS"
"0804100100";"TAMARAS FRESCAS"
"5304900202";"ESTOPAS/DESPERDICIOS DE HENEQUEM"
"5304909901";"OUTS.FIBRAS TEXTEIS VEGETAIS ""AGAVE"",PREPARS.P/FIACAO"
"5305990102";"ESTOPAS/DESPERDICIOS DE RAMI"
"5305990199";"QQ.OUT.FIBRA DE RAMI,TRABALHADA,MAS N/FIADA"
"5307200100";"FIO DE JUTA/FIBRA TEXTIL LIBERIANA RETORCIDO,CRU,BRANQ."
"5308900101";"FIO DE RAMI,SIMPLES/CRU/ALVEJADO/BRANQUEADO"
"5309210101";"TECIDO DE LINHO<85%,CRU,BRANQ.LISO,QUADRO<=24FIOS/5MM"
"5309219900";"OUTS.TECIDOS DE LINHO<85%,CRUS/BRANQ.EXC.LISOS"
"5309290101";"OUTS.TECIDOS DE LINHO<85%,LISOS,QUADRO<=24FIOS/5MM"
"5310900199";"QQ.OUT.TECIDO DE FIBRA TEXTIL LIBERIANA,LISO,EXC.CRU"
"5311000299";"QQ.OUT.TECIDO DE CANHAMO,PESO<500G/M2"
"7103101099";"QQ.OUT.PEDRA DE OPALA,EM BRUTO/SERRADA/DESBASTADA"
"7103990201";"AGUA-MARINHA (BERILO) TRABALHADA DE OUT.MODO"
"7103990202";"MORGANITA (BERILO) TRABALHADA DE OUT.MODO"
"8433600200";"MAQUINAS P/LIMPAR/SELECIONAR FRUTAS/BATATAS/ETC."
"8433609900";"MAQUINAS P/LIMPAR/SELECIONAR OUTS.PRODUTOS AGRICOLAS"
"8434209900";"OUTS.MAQUINAS/APARELHOS,P/A INDUSTRIA DE LATICINIOS"
"8436800000";"MAQUINAS/APARS.P/AGRICULTURA/HORTICULTURA/SILVICULTURA/"
"8437800100";"MAQUINAS P/TRITURACAO/ESMAGAMENTO/MOAGEM,DE GRAOS"
"8439100200";"CRIVOS/CLASSIFICADOR-DEPURADOR DA PASTA DE CELULOSE"
"8439209900";"OUTS.MAQUINAS/APARELHOS,P/FABRICACAO DE PAPEL/CARTAO"
"8441300100";"MAQUINAS DE DOBRAR OU COLAR CAIXAS DE PAPEL"
"8442200100";"MAQS/APAQRS.P/COMPOR CARACTERES,INTERTIPO/LINOTIPO/ETC."
"8442509900";"OUTS.ELEMENTOS PREPARADOS,DE IMPRESSAO,EXC.GRAVADOS"
"6402910100";"BOTAS/BOTINAS COBRINDO TORNOZELO,DE BORRACHA/PLASTICO"
"6402990100";"SAPATOS DE BORRACHA/PLASTICO,COM COSTURA"
"6402999900";"OUTS.CALCADOS DE BORRACHA/PLASTICO,COM COSTURA"
"6403190000";"CALCADOS DE COURO NATURAL,P/OUTS.ESPORTES"
"6403510100";"CALCADOS DE COURO NATURAL,COBR.TORNOZELO,USO MASCULINO"
"6405200000";"OUTS.CALCADOS DE MATERIA TEXTIL,C/SOLA DE OUT.MATERIA"
"6406100100";"PARTES SUPERIOR/COMPONENTE,DE CALCADOS,DE COURO NATURAL"
"6406919900";"OUTS.ARTEFATOS DE MADEIRA,P/CALCADOS"
"6406990100";"POLAINAS/ARTEFS.DE OUT.MATERIA,EXC.MADEIRA,P/CALCADOS"
"6406999999";"QQ.OUT.ARTEFATO P/CALCADOS,DE OUT.MATERIA"
"6502009900";"OUTS.ESBOCOS DE CHAPEUS,ENTRANCADOS,DE OUT.MATERIA"
"6503000200";"CHAPEUS/ARTEFATOS SEMELHS.DE FELTRO DE PELOS"
"6503009900";"CHAPEUS/ARTEFATOS SEMELHS.DE OUTS.FELTROS"
"6505900100";"BOINAS/BONES/ETC.DE MALHA/CONFECC.RENDAS/FELTRO/TEXTIL"
"6506109900";"CAPACETE/ETC.DE PROTECAO,DE OUTRAS MATERIAS"
"6601100000";"GUARDA-SOIS DE JARDIM E ARTEFATOS SEMELHS."
"6603100000";"PUNHOS/CABOS/CASTOES P/GUARDA-SOIS/CHUVAS/CHICOTES/ETC."
"9608500100";"SORTIDO DE CANETA-TINTEIRO/LAPISEIRA,C/METAL PRECIOSO"
"9608509900";"SORTIDO DE CANETA-TINTEIRO/LAPISEIRA,S/METAL PRECIOSO"
"9608999901";"TAMPAS/PRENDEDORES,P/CANETAS/ETC.ORNAM.C/PEROLAS/ETC."
"9608999999";"QQ.OUT.TAMPA/PRENDEDOR,P/CANETA/ETC.ORNAM.C/OUT.MATERIA"
"9613109900";"ISQUEIRO DE BOLSO,A GAS,N/RECARREGAVEL,DE OUTS.MATERIAS"
"9613800199";"QQ.OUT.ISQUEIRO,DE OUT.MATERIA"
"9613800202";"ACENDEDOR PARA VEICULOS"
"7002109900";"ESFERAS DE VIDRO,EXC.OPTICO"
"7002209900";"BARRA DE VIDRO/VARETA DE VIDRO,EXC.OPTICOS"
"7002319999";"QQ.OUT.TUBO DE QUARTZO/OUT.SILICA,FUNDIDO"
"7002390100";"TUBO DE OUTS.VIDROS OPTICOS,NAO TRABALHADO"
"7002390200";"TUBO DE OUTS.VIDROS ""ESMALTE"",N/TRABALHADO"
"7002399902";"TUBO DE OUTS.VIDROS,P/FABR.LAMPADA FLUORESCENTE,N/TRAB."
"7003110100";"VIDRO OPTICO VAZADO,EM CHAPAS/FLS.N/ARMADO,CORADO/ETC."
"7103990603";"TURMALINA DRAVITA,TRABALHADA DE OUT.MODO"
"7103990703";"KUNZITA (ESPODOMENIO),TRABALHADA DE OUT.MODO"
"7103990802";"ANDRADITA (GRANADA),TRABALHADA DE OUT.MODO"
"7103990805";"PIROPO (GRANADA),TRABALHADA DE OUT.MODO"
"7103991003";"OPALA NEGRA,TRABALHADA DE OUT.MODO"
"7104200100";"OUTS.PEDRAS SINTETICAS/RECONSTITUIDAS,EM BRUTO"
"7105100100";"POS DE DIAMANTES NATURAIS"
"7105900000";"POS DE PEDRA PRECIOSA/SEMIPRECIOSA/SINTETICA"
"7106100000";"POS DE PRATA (INCL.PRATA DOURADA OU PLATINADA)"
"7106910000";"PRATA EM FORMA BRUTA"
"7106920300";"PRATA EM CHAPAS,LAMINAS,FOLHAS E TIRAS"
"7107000200";"METAL COMUM FOLHEADO/CHAPEADO EM PRATA,EM CHAPAS/FLS/"
"7108139900";"OURO EM OUT.FORMA SEMIMANUFATURADA,P/USO N/MONETARIO"
"7110199900";"PLATINA EM OUTRAS FORMAS SEMIMANUFATURADAS"
"7110410000";"IRIDIO,OSMIO E RUTENIO,EM BRUTO OU EM PO"
"7110490000";"IRIDIO,OSMIO E RUTENIO,EM FORMAS SEMIMANUFATURADAS"
"7111000100";"METAL COMUM/PRATA/OURO,FOLHDO/ETC.EM PLATINA,EM BARRAS/"
"8419119900";"AQUECEDOR DE AGUA,AQUECIM.INSTANTANEO A GAS,N/DOMESTICO"
"8419190101";"AQUECEDOR DE AGUA,SOLAR,DE USO DOMESTICO"
"8419500100";"TROCADOR/PERMUTADOR DE CALOR,P/USO EM AERONAUTICA"
"8419509999";"QQ.OUT.TROCADOR OU PERMUTADOR DE CALOR"
"8419810300";"ESTUFAS P/PREPAR.DE BEBIDA QUENTE/COZIM/AQUEC.ALIMENTOS"
"8419890199";"QQ.OUT.AQUECEDOR E ARREFECEDOR"
"8419890201";"ESTERILIZADOR P/USO EM BARES/RESTAURANTE/CANTINA/ETC."
"8419890400";"EVAPORADOR EXCETO FRIGORIFICO"
"8714920000";"AROS E RAIOS,P/BICICLETAS/OUTS.CICLOS/TRICICLOS"
"8715000100";"CARRINHOS/VEICULOS,P/TRANSPORTE DE CRIANCAS"
"8716100000";"REBOQUE/SEMI-REBOQUES,""TRAILER"",P/HABITACAO/ACAMPAR"
"8716200000";"REBOQUE/SEMI-REBOQUES,AUTOCARREGAVEL/ETC.P/USO AGRICOLA"
"8716400300";"VAGOES ESPECIAIS,P/TRANSP.DE MINERIOS/PEDRAS/TERRAS/ETC"
"8716800199";"QQ.OUT.CARRINHO,DE TRACAO MANUAL,P/OUTS.FINS"
"8801909900";"OUTS.VEICULOS AEREOS NAO MOTORIZADOS"
"8802120100";"HELICOPTEROS,2T<PESO<=3.5T"
"8802300301";"AVIOES A TURBOJATO,2T<PESO<=7T"
"8802400100";"AVIOES A HELICE,DE PESO>15T"
"8802400201";"AVIOES A TURBOELICE,MULTIMOTORES,PESO>15T"
"8804000100";"PARA-QUEDAS GIRATORIOS E SUAS PARTES"
"5513290000";"OUTS.TECIDOS DE FIBRA SINTETICA<85%,P<=170G/M2,TINTOS"
"5513320000";"TECIDO DE FIBRA POLIESTER<85%,P<=170G/M2,P.SARJAD.COLOR"
"5514190000";"OUTS.TECIDOS DE FIBRA SINTETICA<85%,P>170G/M2,CRU/BRANQ"
"8111000200";"CHAPAS/FOLHAS/TIRAS/FIOS/HASTES/ETC.DE MANGANES"
"8111000300";"DESPERDICIOS/RESIDUOS,DE MANGANES"
"8112400100";"VANADIO EM FORMAS BRUTAS"
"8112400200";"DESPERDICIOS/RESIDUOS,DE VANADIO"
"8112990000";"OBRAS DE OUT.METAL COMUM (GALIO/NIOBIO/RENIO/ETC.)"
"8201100000";"PAS DE USO MANUAL,DE METAL COMUM"
"8201400000";"MACHADOS/PODOES/ETC.DE USO MANUAL,DE METAL COMUM,C/GUME"
"8201500000";"TESOURA P/PODAR,P/MANIPULAR C/UMA DAS MAOS"
"8202320200";"FOLHAS DE SERRA CIRC.C/PARTE DE OUT.MET.DENTE DIAMANTE"
"8203109900";"FERRAMENTA SEMELH.A LIMAS/GROSAS,DE METAL COMUM"
"8205400000";"CHAVES DE FENDA"
"8205510200";"DESCASCADOR/CORTADOR/RALADOR,MANUAL,P/USO DOMESTICO"
"8205599900";"OUTS.FERRAMENTAS DE USO MANUAL"
"7004900202";"VIDRO ESTIRADO,EM FLS.N/CORADO,QUADR.LISO,1MM<E<=10MM"
"7005210203";"VIDRO FLOTADO,EM CHAPAS,N/ARMADO,CORADO,QUADR.A>100DM2"
"7005300101";"VIDRO FLOTADO,EM CHAPAS,ARMADO,QUADRAD/RETANG.A<=45DM2"
"8408900000";"OUTS.MOTORES A DIESEL OU SEMIDIESEL"
"8409100000";"PARTES DE MOTORES DE AVIACAO"
"8421120100";"SECADOR DE ROUPA CENTRIFUGO,DE USO DOMESTICO"
"8421290199";"QQ.OUT.HEMODIALISADOR DESCARTAVEL,P/RIM ARTIFICIAL"
"8421290200";"FILTROS-PRENSAS P/LIQUIDOS,EXC.BEDIDAS/AGUA"
"8421910000";"PARTES DE CENTRIFUGADORES,INCL.DE SECADORES CENTRIFUGOS"
"3403190000";"OUTS.PREPAR.LUBRIF.C/OLEO DE PETROLEO/MINER.BETUMINOSO"
"3404200000";"CERAS ARTIFICIAIS/PREPARADAS,DE POLIETILENO-GLICOIS"
"3406000201";"VELAS DE CERA"
"3406000299";"QQ.OUT.VELA"
"3501900102";"CASEINATOS DE SODIO"
"3503000100";"GELATINA P/PREPARACAO DE EMULSAO FOTOGRAFICA"
"3503000401";"COLAS DE OSSOS/DE PELES/DE NERVOS/DE TENDOES"
"3503009900";"OUTS.DERIVS.DE GELATINA/COLAS,DE ORIGEM ANIMAL"
"3506990102";"COLAS PREPARADAS MINERAIS,EXC.DE SILICATOS"
"3507900101";"AMILASES"
"3507900109";"PROTEASES"
